streaming_movies,number_of_referrals,total_extra_data_charges,multiple_lines,total_revenue,paperless_billing,phone_service,total_charges,internet_service,tenure_in_months,age,streaming_tv,customer_id,state,gender,online_backup,online_security,internet_type,device_protection_plan,contract,monthly_charge,unlimited_data,married,streaming_music,payment_method,total_refunds,total_long_distance_charges,churn
No,2,0,No,137.12,Yes,Yes,89.3,Yes,10,78,No,79168-UTT,Uttar Pradesh,Female,No,No,Cable,No,One Year,44.3,Yes,No,No,Bank Withdrawal,0.0,47.82,0
Yes,6,0,No,276.21,No,Yes,235.05,Yes,33,47,No,66712-GUJ,Gujarat,Female,Yes,No,Fiber Optic,No,Month-to-Month,84.3,Yes,Yes,Yes,Bank Withdrawal,0.0,41.16,0
No,4,0,Yes,1369.75,No,Yes,1144.6,Yes,32,35,No,72939-GUJ,Gujarat,Male,No,No,DSL,Yes,Month-to-Month,59.55,Yes,No,No,Bank Withdrawal,0.0,225.15,0
No,6,0,Yes,5171.77,No,Yes,4908.25,Yes,18,56,No,57115-BIH,Bihar,Female,Yes,Yes,DSL,Yes,Two Year,69.65,Yes,Yes,No,Bank Withdrawal,0.0,263.52,0
No,13,0,,2298.9,No,No,2298.9,Yes,26,77,No,68244-TAM,Tamil Nadu,Male,No,Yes,DSL,No,One Year,36.1,Yes,Yes,No,Bank Withdrawal,0.0,0.0,0
No,10,0,,3789.2,Yes,No,3789.2,Yes,23,41,Yes,22915-MAH,Maharashtra,Female,Yes,Yes,DSL,Yes,Two Year,56.6,Yes,Yes,No,Bank Withdrawal,0.0,0.0,0
No,0,0,No,120.46,Yes,Yes,75.9,Yes,21,28,No,32554-DEL,Delhi,Male,No,No,Fiber Optic,No,Month-to-Month,75.9,Yes,No,No,Bank Withdrawal,0.0,44.56,1
No,4,0,Yes,5682.4,Yes,Yes,4765.0,Yes,6,20,No,69435-MAD,Madhya Pradesh,Female,No,No,Fiber Optic,Yes,One Year,79.2,Yes,Yes,No,Bank Withdrawal,0.0,917.4,0
Yes,12,0,,2196.3,No,No,2196.3,Yes,2,42,No,76712-AND,Andhra Pradesh,Female,No,Yes,DSL,Yes,One Year,45.0,Yes,No,Yes,Credit Card,0.0,0.0,0
No,15,0,No,118.89,Yes,Yes,85.55,Yes,7,50,Yes,65631-RAJ,Rajasthan,Female,No,No,Fiber Optic,Yes,Month-to-Month,85.55,Yes,No,No,Credit Card,0.0,33.34,1
Yes,8,0,Yes,2178.6,Yes,Yes,1444.65,Yes,7,50,Yes,86508-UTT,Uttar Pradesh,Male,No,No,Fiber Optic,No,Month-to-Month,93.35,Yes,No,Yes,Bank Withdrawal,0.0,733.95,1
Yes,4,0,Yes,7134.3,Yes,Yes,5405.8,Yes,9,64,Yes,87360-MAH,Maharashtra,Female,Yes,Yes,Fiber Optic,No,Month-to-Month,109.65,Yes,No,Yes,Bank Withdrawal,0.0,1728.5,0
Yes,3,0,Yes,8769.3,No,Yes,6339.3,Yes,1,20,Yes,46487-KAR,Karnataka,Female,Yes,Yes,Cable,Yes,Two Year,89.7,Yes,No,Yes,Credit Card,0.0,2430.0,0
No,9,100,Yes,5938.02,No,Yes,3847.6,Yes,26,32,No,38198-KER,Kerala,Female,Yes,Yes,Fiber Optic,No,Month-to-Month,84.25,No,No,No,Credit Card,0.0,1990.42,0
Yes,10,0,Yes,8893.0,No,Yes,6733.0,Yes,24,38,Yes,75857-MAH,Maharashtra,Female,Yes,Yes,DSL,Yes,Two Year,92.65,Yes,No,Yes,Bank Withdrawal,0.0,2160.0,0
,2,0,No,53.98,No,Yes,19.7,No,4,36,,53815-BIH,Bihar,Female,,,,,Month-to-Month,19.7,,No,,Credit Card,0.0,34.28,0
No,6,0,Yes,79.23,Yes,Yes,50.1,Yes,3,20,No,34110-MAH,Maharashtra,Female,No,No,Cable,No,Month-to-Month,50.1,Yes,Yes,No,Bank Withdrawal,0.0,29.13,0
No,13,0,No,6313.04,Yes,Yes,6140.85,Yes,29,64,Yes,32391-BIH,Bihar,Male,Yes,Yes,Fiber Optic,No,Two Year,92.45,Yes,Yes,No,Bank Withdrawal,0.0,172.19,0
Yes,2,0,Yes,4299.42,No,Yes,3870.3,Yes,5,46,Yes,12266-HAR,Haryana,Female,Yes,No,DSL,No,Two Year,79.65,Yes,No,Yes,Bank Withdrawal,0.0,429.12,0
Yes,12,0,No,10641.72,Yes,Yes,7624.2,Yes,12,21,Yes,97111-KAR,Karnataka,Female,Yes,Yes,Fiber Optic,Yes,Two Year,109.9,Yes,Yes,Yes,Bank Withdrawal,0.0,3017.52,0
Yes,1,0,Yes,6504.13,Yes,Yes,4354.45,Yes,32,65,No,83158-TAM,Tamil Nadu,Male,Yes,Yes,Cable,Yes,One Year,81.4,Yes,Yes,Yes,Credit Card,0.0,2149.68,0
No,13,0,No,6574.05,No,Yes,3431.75,Yes,15,40,No,67464-KAR,Karnataka,Female,Yes,No,Cable,No,One Year,50.55,Yes,No,No,Credit Card,0.0,3142.3,0
Yes,9,0,No,2698.9,Yes,Yes,2227.1,Yes,36,60,No,81184-BIH,Bihar,Male,No,No,Fiber Optic,No,Month-to-Month,81.05,Yes,No,Yes,Bank Withdrawal,0.0,471.8,1
No,6,0,Yes,3110.51,No,Yes,2045.55,Yes,22,27,No,54671-PUN,Punjab,Female,Yes,No,DSL,Yes,Month-to-Month,62.45,Yes,Yes,Yes,Bank Withdrawal,0.0,1064.96,0
No,14,0,No,2118.89,Yes,Yes,1929.35,Yes,20,77,No,73571-DEL,Delhi,Male,No,Yes,Cable,No,Month-to-Month,75.2,Yes,No,No,Bank Withdrawal,0.0,189.54,1
Yes,2,0,No,362.89,No,Yes,268.45,Yes,20,27,No,12056-WES,West Bengal,Male,Yes,No,Fiber Optic,Yes,Month-to-Month,90.4,Yes,No,Yes,Bank Withdrawal,0.0,94.44,0
No,4,0,Yes,262.36,Yes,Yes,181.5,Yes,3,21,Yes,73101-JAM,Jammu & Kashmir,Male,No,No,Cable,No,Month-to-Month,85.65,Yes,Yes,Yes,Bank Withdrawal,0.0,80.86,1
Yes,9,0,No,970.81,Yes,Yes,651.4,Yes,2,53,Yes,84766-UTT,Uttar Pradesh,Female,No,No,Cable,Yes,Month-to-Month,72.9,Yes,No,Yes,Credit Card,0.0,319.41,1
No,14,0,Yes,5711.15,Yes,Yes,3486.65,Yes,1,51,Yes,33497-HAR,Haryana,Female,No,Yes,Cable,No,Two Year,70.5,Yes,Yes,No,Credit Card,0.0,2224.5,0
,11,0,No,3592.73,No,Yes,1389.6,No,36,47,,95107-KER,Kerala,Female,,,,,Two Year,20.1,,Yes,,Bank Withdrawal,0.0,2203.13,0
No,2,0,Yes,3818.23,Yes,Yes,2303.35,Yes,24,79,No,57610-JAM,Jammu & Kashmir,Female,No,No,Fiber Optic,No,Month-to-Month,74.9,Yes,No,No,Bank Withdrawal,0.0,1514.88,1
Yes,1,0,No,1959.02,No,Yes,1522.7,Yes,23,53,Yes,71415-KER,Kerala,Female,No,Yes,Fiber Optic,Yes,Month-to-Month,100.7,Yes,Yes,Yes,Bank Withdrawal,0.0,436.32,0
Yes,0,0,Yes,7909.83,Yes,Yes,6717.9,Yes,30,40,Yes,28330-GUJ,Gujarat,Female,No,No,Fiber Optic,Yes,Two Year,105.65,Yes,No,Yes,Bank Withdrawal,0.0,1191.93,0
Yes,1,0,Yes,9206.23,Yes,Yes,8058.55,Yes,7,41,Yes,43171-MAH,Maharashtra,Male,Yes,Yes,Fiber Optic,Yes,Two Year,114.3,Yes,No,Yes,Credit Card,0.0,1147.68,0
,14,0,No,132.74,No,Yes,58.85,No,15,39,,57568-KER,Kerala,Female,,,,,Month-to-Month,19.75,,No,,Bank Withdrawal,0.0,73.89,1
,15,0,Yes,1642.96,No,Yes,538.5,No,2,18,,12377-UTT,Uttar Pradesh,Female,,,,,One Year,24.35,,No,,Credit Card,0.0,1104.46,0
No,3,0,Yes,7119.75,No,Yes,5102.35,Yes,23,58,No,63614-WES,West Bengal,Female,Yes,Yes,DSL,Yes,Two Year,69.85,Yes,No,No,Bank Withdrawal,25.24,2042.64,0
Yes,12,0,,465.7,No,No,465.7,Yes,4,24,Yes,78895-HAR,Haryana,Male,Yes,Yes,Cable,Yes,Month-to-Month,-3.0,Yes,Yes,Yes,Credit Card,0.0,0.0,0
No,11,0,No,487.58,Yes,Yes,475.1,Yes,33,51,Yes,54667-TEL,Telangana,Male,No,No,DSL,No,Month-to-Month,54.4,Yes,Yes,No,Bank Withdrawal,0.0,12.48,0
Yes,12,110,,3474.55,No,No,3364.55,Yes,10,35,Yes,74887-UTT,Uttar Pradesh,Female,No,No,Cable,No,Two Year,50.55,No,No,Yes,Bank Withdrawal,0.0,0.0,0
,0,0,No,285.15,No,Yes,113.85,No,17,33,,78121-MAH,Maharashtra,Male,,,,,Month-to-Month,21.05,,Yes,,Credit Card,0.0,171.3,1
Yes,11,0,Yes,7208.47,Yes,Yes,5036.3,Yes,10,34,Yes,99322-HAR,Haryana,Female,Yes,No,Fiber Optic,Yes,Month-to-Month,103.7,Yes,Yes,Yes,Bank Withdrawal,0.0,2172.17,1
,12,0,No,3651.48,Yes,Yes,1234.8,No,15,61,,44370-AND,Andhra Pradesh,Female,,,,,Two Year,19.95,,No,,Bank Withdrawal,0.0,2416.68,0
No,3,0,,355.9,Yes,No,355.9,Yes,23,73,No,89415-WES,West Bengal,Female,No,No,DSL,No,Month-to-Month,29.3,Yes,Yes,No,Mailed Check,0.0,0.0,0
No,10,0,No,2487.43,Yes,Yes,1510.3,Yes,12,59,No,17308-HAR,Haryana,Female,Yes,Yes,DSL,No,Month-to-Month,54.75,Yes,No,No,Credit Card,0.0,977.13,0
No,15,0,No,3550.95,No,Yes,1982.6,Yes,25,60,No,82027-UTT,Uttar Pradesh,Female,Yes,Yes,DSL,Yes,Month-to-Month,60.55,Yes,No,No,Bank Withdrawal,0.0,1568.35,0
Yes,7,0,Yes,4757.87,Yes,Yes,4524.05,Yes,32,35,Yes,82321-PUN,Punjab,Female,Yes,No,DSL,Yes,Month-to-Month,86.2,Yes,Yes,Yes,Bank Withdrawal,0.0,233.82,0
Yes,9,0,Yes,101.04,Yes,Yes,95.45,Yes,20,61,Yes,84842-KER,Kerala,Female,No,No,Fiber Optic,No,Month-to-Month,95.45,Yes,Yes,Yes,Bank Withdrawal,0.0,5.59,1
No,7,0,No,387.9,Yes,Yes,318.1,Yes,10,39,Yes,59949-KAR,Karnataka,Female,No,No,DSL,Yes,Month-to-Month,63.95,Yes,Yes,No,Credit Card,0.0,69.8,0
Yes,8,60,No,2085.86,Yes,Yes,1231.85,Yes,34,60,No,28452-UTT,Uttar Pradesh,Male,Yes,No,DSL,No,One Year,65.35,No,Yes,Yes,Bank Withdrawal,0.0,794.01,0
No,11,0,,2526.99,No,No,2554.0,Yes,30,30,Yes,41986-CHH,Chhattisgarh,Male,Yes,No,DSL,Yes,Two Year,50.2,Yes,No,No,Credit Card,27.01,0.0,0
Yes,8,0,,4684.3,Yes,No,4684.3,Yes,33,56,Yes,15658-RAJ,Rajasthan,Female,Yes,Yes,DSL,Yes,Two Year,63.8,Yes,No,Yes,Bank Withdrawal,0.0,0.0,0
,9,0,No,1081.84,Yes,Yes,614.45,No,23,49,,28367-TAM,Tamil Nadu,Female,,,,,Two Year,20.05,,Yes,,Bank Withdrawal,9.73,477.12,0
Yes,2,0,No,977.94,No,Yes,842.9,Yes,8,43,Yes,67882-JAM,Jammu & Kashmir,Female,Yes,No,Fiber Optic,Yes,Month-to-Month,101.15,Yes,Yes,Yes,Bank Withdrawal,0.0,135.04,1
Yes,11,140,Yes,4211.35,No,Yes,2531.8,Yes,15,38,No,97824-BIH,Bihar,Female,No,No,DSL,Yes,One Year,65.0,No,Yes,Yes,Mailed Check,0.0,1539.55,0
,12,0,No,191.1,Yes,Yes,86.05,No,16,34,,63437-MAH,Maharashtra,Female,,,,,Month-to-Month,19.25,,Yes,,Credit Card,0.0,105.05,0
No,2,100,,502.6,Yes,No,402.6,Yes,31,55,No,83900-HAR,Haryana,Female,No,Yes,DSL,No,One Year,36.05,No,Yes,No,Credit Card,0.0,0.0,0
Yes,1,0,No,608.85,Yes,Yes,453.4,Yes,20,60,Yes,46172-ASS,Assam,Male,No,No,Fiber Optic,No,Month-to-Month,96.1,Yes,Yes,Yes,Bank Withdrawal,0.0,155.45,1
,7,0,No,990.81,No,Yes,326.65,No,5,64,,52174-UTT,Uttar Pradesh,Female,,,,,One Year,19.05,,No,,Credit Card,0.0,664.16,0
Yes,6,0,Yes,7815.95,No,Yes,7382.85,Yes,23,76,Yes,68783-JAM,Jammu & Kashmir,Female,Yes,No,Fiber Optic,No,One Year,105.75,Yes,No,No,Bank Withdrawal,0.0,433.1,0
No,5,0,,422.6,Yes,No,422.6,Yes,20,27,No,59509-ODI,Odisha,Male,Yes,No,DSL,Yes,One Year,40.4,Yes,No,No,Credit Card,0.0,0.0,0
Yes,4,0,Yes,9019.18,Yes,Yes,6010.05,Yes,27,62,Yes,43887-MAH,Maharashtra,Female,Yes,No,Fiber Optic,No,Month-to-Month,99.15,Yes,Yes,Yes,Bank Withdrawal,0.0,3009.13,1
Yes,13,0,No,7683.36,Yes,Yes,6046.1,Yes,33,54,Yes,57878-MAH,Maharashtra,Female,Yes,Yes,Cable,Yes,One Year,84.8,Yes,No,Yes,Bank Withdrawal,0.0,1637.26,0
,13,0,No,545.46,No,Yes,178.8,No,5,54,,18160-KAR,Karnataka,Male,,,,,Month-to-Month,19.85,,No,,Credit Card,0.0,366.66,0
No,13,0,No,549.56,Yes,Yes,314.6,Yes,32,65,No,49879-UTT,Uttar Pradesh,Female,No,Yes,DSL,No,Month-to-Month,49.45,Yes,No,No,Bank Withdrawal,0.0,234.96,0
Yes,4,50,No,3314.69,Yes,Yes,2274.35,Yes,26,60,Yes,87436-TAM,Tamil Nadu,Female,No,No,Fiber Optic,No,Month-to-Month,88.8,No,Yes,Yes,Bank Withdrawal,0.0,990.34,1
No,7,0,No,364.78,No,Yes,322.9,Yes,6,34,No,78962-TAM,Tamil Nadu,Male,Yes,Yes,Cable,No,Month-to-Month,55.15,No,Yes,No,Mailed Check,0.0,41.88,0
Yes,9,0,No,1225.02,No,Yes,888.75,Yes,28,57,No,75305-KAR,Karnataka,Male,No,No,Fiber Optic,Yes,Month-to-Month,84.8,Yes,No,Yes,Bank Withdrawal,0.0,336.27,0
No,9,0,No,124.22,Yes,Yes,80.55,Yes,19,28,Yes,44755-JHA,Jharkhand,Female,No,No,Fiber Optic,No,Month-to-Month,80.55,No,Yes,Yes,Bank Withdrawal,0.0,43.67,1
,0,0,No,1111.53,Yes,Yes,973.35,No,33,36,,36995-TAM,Tamil Nadu,Female,,,,,Two Year,20.15,,No,,Bank Withdrawal,0.0,138.18,0
No,9,0,No,203.01,Yes,Yes,168.6,Yes,8,26,Yes,82129-JHA,Jharkhand,Female,Yes,No,DSL,No,Month-to-Month,58.7,Yes,No,No,Credit Card,0.0,34.41,0
Yes,0,0,No,7733.46,No,Yes,5424.25,Yes,8,51,No,48217-KAR,Karnataka,Female,Yes,Yes,Fiber Optic,Yes,Two Year,99.5,Yes,Yes,Yes,Credit Card,0.0,2309.21,0
Yes,6,0,No,3204.15,Yes,Yes,2331.3,Yes,32,26,Yes,56933-MAH,Maharashtra,Female,No,Yes,Fiber Optic,No,Month-to-Month,99.85,Yes,No,Yes,Bank Withdrawal,0.0,872.85,1
No,0,0,No,140.48,No,Yes,89.5,Yes,23,60,No,68194-UTT,Uttar Pradesh,Female,No,No,DSL,No,Month-to-Month,45.35,Yes,No,No,Bank Withdrawal,0.0,50.98,1
No,6,0,No,59.9,Yes,Yes,48.55,Yes,21,32,No,18228-AND,Andhra Pradesh,Female,No,Yes,DSL,No,Month-to-Month,48.55,Yes,Yes,No,Credit Card,0.0,11.35,1
,14,0,Yes,222.86,Yes,Yes,121.25,No,21,48,,27880-AND,Andhra Pradesh,Male,,,,,Two Year,26.4,,No,,Credit Card,0.0,101.61,0
Yes,11,0,Yes,8302.09,Yes,Yes,6851.65,Yes,20,71,Yes,13542-UTT,Uttar Pradesh,Male,Yes,No,Cable,No,Month-to-Month,100.2,Yes,Yes,Yes,Bank Withdrawal,0.0,1450.44,1
Yes,7,80,No,976.22,Yes,Yes,740.3,Yes,9,48,Yes,37338-RAJ,Rajasthan,Male,No,No,Fiber Optic,Yes,Month-to-Month,94.7,No,Yes,Yes,Bank Withdrawal,0.0,155.92,1
Yes,3,0,Yes,4509.86,No,Yes,3835.55,Yes,21,57,Yes,46512-ODI,Odisha,Male,No,No,Fiber Optic,Yes,One Year,100.0,Yes,No,Yes,Bank Withdrawal,0.0,674.31,0
No,15,0,No,87.47,Yes,Yes,70.1,Yes,34,39,No,29172-BIH,Bihar,Female,No,No,Fiber Optic,No,Month-to-Month,70.1,Yes,Yes,No,Bank Withdrawal,0.0,17.37,1
Yes,13,0,No,405.84,Yes,Yes,315.3,Yes,25,39,Yes,52951-RAJ,Rajasthan,Female,Yes,No,Fiber Optic,No,Month-to-Month,97.9,Yes,No,Yes,Bank Withdrawal,0.0,90.54,1
Yes,4,0,Yes,7310.8,No,Yes,6157.6,Yes,13,53,Yes,29736-WES,West Bengal,Male,Yes,No,Fiber Optic,Yes,One Year,102.5,Yes,No,Yes,Bank Withdrawal,0.0,1153.2,0
No,5,0,No,415.55,No,Yes,330.15,Yes,29,50,No,34205-UTT,Uttar Pradesh,Male,No,No,Fiber Optic,No,Month-to-Month,69.95,Yes,No,No,Bank Withdrawal,0.0,85.4,1
No,1,0,Yes,261.36,Yes,Yes,233.7,Yes,1,82,No,93684-JAM,Jammu & Kashmir,Male,Yes,No,Fiber Optic,No,Month-to-Month,81.35,Yes,Yes,No,Bank Withdrawal,0.0,27.66,1
No,9,150,Yes,5513.47,Yes,Yes,3462.1,Yes,21,44,No,68632-JAM,Jammu & Kashmir,Female,Yes,Yes,Cable,No,One Year,66.05,No,No,No,Credit Card,44.53,1945.9,0
Yes,13,0,,4390.25,Yes,No,4390.25,Yes,24,38,Yes,15714-KAR,Karnataka,Male,No,Yes,DSL,Yes,Two Year,61.2,Yes,No,Yes,Credit Card,0.0,0.0,0
No,10,140,No,5880.19,No,Yes,5360.75,Yes,15,65,Yes,46547-GUJ,Gujarat,Female,Yes,Yes,DSL,Yes,Two Year,74.4,No,No,No,Bank Withdrawal,0.0,379.44,0
Yes,10,130,Yes,5001.08,Yes,Yes,4443.45,Yes,28,66,Yes,36829-HAR,Haryana,Female,Yes,No,Fiber Optic,Yes,Month-to-Month,106.3,No,Yes,Yes,Bank Withdrawal,0.0,427.63,1
No,0,0,,2386.04,No,No,2424.5,Yes,11,34,No,29772-PUN,Punjab,Male,Yes,Yes,DSL,Yes,Two Year,39.6,Yes,Yes,No,Bank Withdrawal,38.46,0.0,0
Yes,2,0,No,593.2,No,Yes,577.6,Yes,31,44,Yes,69510-JAM,Jammu & Kashmir,Female,No,No,Fiber Optic,No,Month-to-Month,89.3,Yes,No,Yes,Bank Withdrawal,0.0,15.6,1
Yes,3,0,Yes,4946.3,Yes,Yes,4854.3,Yes,9,24,Yes,95958-MAH,Maharashtra,Male,Yes,No,Fiber Optic,Yes,Two Year,108.9,Yes,No,Yes,Credit Card,0.0,92.0,0
,3,0,No,361.55,No,Yes,320.45,No,18,49,,87675-UTT,Uttar Pradesh,Female,,,,,Month-to-Month,19.9,,Yes,,Mailed Check,0.0,41.1,0
Yes,2,100,Yes,6188.98,Yes,Yes,5885.4,Yes,34,32,Yes,59068-JAM,Jammu & Kashmir,Female,No,No,Fiber Optic,Yes,Month-to-Month,102.1,No,No,Yes,Credit Card,0.0,203.58,1
,10,0,No,1209.57,No,Yes,426.65,No,19,57,,43027-HAR,Haryana,Male,,,,,Two Year,19.6,,Yes,,Credit Card,0.0,782.92,0
Yes,1,0,No,4397.75,Yes,Yes,2911.3,Yes,35,65,Yes,41514-UTT,Uttar Pradesh,Female,No,No,Fiber Optic,Yes,Month-to-Month,98.9,Yes,No,No,Bank Withdrawal,0.0,1486.45,1
No,10,0,No,664.35,Yes,Yes,521.9,Yes,4,57,No,56595-KAR,Karnataka,Male,No,No,Cable,No,Month-to-Month,45.9,Yes,Yes,No,Bank Withdrawal,0.0,142.45,0
No,14,0,Yes,6676.78,Yes,Yes,5706.3,Yes,9,79,Yes,82770-UTT,Uttarakhand,Female,Yes,No,Fiber Optic,Yes,Two Year,99.9,Yes,Yes,No,Bank Withdrawal,0.0,970.48,0
,7,0,No,793.45,No,Yes,471.7,No,9,36,,95165-GUJ,Gujarat,Female,,,,,Month-to-Month,20.05,,Yes,,Credit Card,0.0,321.75,0
Yes,5,130,,4669.6,No,No,4539.6,Yes,15,41,Yes,69379-UTT,Uttar Pradesh,Female,Yes,Yes,DSL,Yes,Two Year,-8.0,No,No,Yes,Credit Card,0.0,0.0,0
,13,0,No,1871.45,No,Yes,830.25,No,1,44,,69775-KER,Kerala,Female,,,,,Two Year,19.65,,Yes,,Credit Card,0.0,1041.2,0
Yes,2,0,Yes,3954.96,Yes,Yes,3067.2,Yes,21,45,No,51415-WES,West Bengal,Male,No,No,Fiber Optic,No,Month-to-Month,84.9,Yes,Yes,Yes,Bank Withdrawal,0.0,887.76,1
Yes,13,0,Yes,6981.61,No,Yes,6263.8,Yes,4,32,Yes,63347-TEL,Telangana,Male,Yes,Yes,DSL,Yes,Two Year,86.85,Yes,Yes,Yes,Bank Withdrawal,0.0,717.81,0
Yes,0,0,Yes,1914.37,Yes,Yes,1742.5,Yes,3,53,Yes,83118-MAH,Maharashtra,Male,Yes,No,Fiber Optic,Yes,Month-to-Month,102.55,Yes,No,Yes,Bank Withdrawal,0.0,171.87,0
No,10,0,No,2040.97,No,Yes,1468.75,Yes,16,50,No,96715-HAR,Haryana,Male,No,No,Fiber Optic,Yes,Month-to-Month,78.2,Yes,Yes,No,Bank Withdrawal,0.0,572.22,0
No,12,0,Yes,3816.31,No,Yes,3382.3,Yes,29,48,No,27946-AND,Andhra Pradesh,Female,Yes,Yes,Fiber Optic,Yes,Month-to-Month,91.2,No,No,No,Bank Withdrawal,0.0,434.01,0
,5,0,No,135.03,No,Yes,46.35,No,14,39,,39764-UTT,Uttar Pradesh,Female,,,,,Month-to-Month,19.35,,Yes,,Credit Card,0.0,88.68,0
No,11,0,No,2354.52,Yes,Yes,1992.2,Yes,29,61,No,21617-PUD,Puducherry,Female,No,No,Fiber Optic,No,One Year,70.4,Yes,No,No,Bank Withdrawal,0.0,362.32,0
No,2,0,,373.0,No,No,373.0,Yes,35,38,No,71454-KAR,Karnataka,Male,Yes,Yes,Cable,Yes,One Year,39.55,Yes,Yes,No,Credit Card,0.0,0.0,0
No,10,50,No,138.48,No,Yes,50.15,Yes,22,67,No,29626-WES,West Bengal,Male,No,Yes,DSL,No,Month-to-Month,50.15,No,No,No,Bank Withdrawal,0.0,38.33,0
,11,0,No,2939.35,Yes,Yes,1414.45,No,25,58,,67669-GUJ,Gujarat,Female,,,,,Two Year,20.4,,Yes,,Credit Card,0.0,1524.9,0
No,15,0,No,169.47,No,Yes,122.7,Yes,8,60,No,47133-ODI,Odisha,Female,No,No,Cable,No,Month-to-Month,44.6,Yes,Yes,No,Bank Withdrawal,0.0,46.77,0
No,12,0,,34.7,Yes,No,34.7,Yes,19,30,Yes,32214-HAR,Haryana,Female,No,No,DSL,No,Month-to-Month,34.7,Yes,Yes,No,Bank Withdrawal,0.0,0.0,1
Yes,11,0,No,4837.37,Yes,Yes,3366.05,Yes,7,22,Yes,99032-KAR,Karnataka,Male,No,Yes,Fiber Optic,No,Month-to-Month,93.6,Yes,Yes,Yes,Bank Withdrawal,16.56,1487.88,0
No,0,0,No,2208.56,Yes,Yes,1271.8,Yes,2,26,No,47154-BIH,Bihar,Male,Yes,Yes,DSL,No,Month-to-Month,57.95,Yes,Yes,Yes,Credit Card,0.0,936.76,0
Yes,8,0,Yes,8275.39,No,Yes,7965.95,Yes,16,51,Yes,24356-UTT,Uttar Pradesh,Female,Yes,Yes,Fiber Optic,Yes,Two Year,112.1,Yes,No,Yes,Credit Card,18.88,328.32,0
No,2,0,Yes,1765.12,No,Yes,1460.65,Yes,20,30,Yes,69406-HAR,Haryana,Male,No,No,Fiber Optic,Yes,Month-to-Month,88.25,Yes,Yes,No,Bank Withdrawal,0.0,304.47,1
Yes,2,0,No,304.0,No,Yes,272.2,Yes,6,24,No,61318-ASS,Assam,Female,No,No,Fiber Optic,No,Month-to-Month,85.8,Yes,Yes,Yes,Bank Withdrawal,0.0,31.8,1
No,9,0,No,4562.56,No,Yes,3563.8,Yes,11,27,No,77078-PUN,Punjab,Male,Yes,Yes,Cable,Yes,One Year,60.3,Yes,Yes,No,Credit Card,0.0,998.76,1
Yes,11,0,No,8430.35,No,Yes,5398.6,Yes,32,65,Yes,92115-UTT,Uttar Pradesh,Male,Yes,Yes,DSL,Yes,Two Year,81.35,Yes,No,Yes,Credit Card,0.0,3031.75,0
Yes,2,0,No,4533.15,Yes,Yes,3343.15,Yes,9,69,Yes,62021-RAJ,Rajasthan,Female,Yes,No,Fiber Optic,Yes,One Year,99.85,Yes,Yes,No,Bank Withdrawal,0.0,1190.0,0
,11,0,No,242.9,No,Yes,198.7,No,2,52,,82119-UTT,Uttar Pradesh,Male,,,,,Month-to-Month,20.0,,No,,Credit Card,0.0,44.2,0
Yes,5,0,Yes,7171.83,Yes,Yes,5897.4,Yes,34,39,Yes,59955-TAM,Tamil Nadu,Male,No,Yes,DSL,Yes,Two Year,85.35,Yes,Yes,Yes,Credit Card,0.0,1274.43,0
Yes,0,0,,2511.55,No,No,2511.55,Yes,16,35,Yes,21960-HAR,Haryana,Male,Yes,Yes,Cable,Yes,One Year,62.05,Yes,Yes,Yes,Credit Card,0.0,0.0,0
Yes,7,0,No,1650.6,No,Yes,1398.6,Yes,33,68,No,77919-MAH,Maharashtra,Male,No,Yes,DSL,Yes,Month-to-Month,64.4,Yes,No,Yes,Credit Card,0.0,252.0,0
,0,0,No,3152.85,No,Yes,967.85,No,21,56,,21438-BIH,Bihar,Female,,,,,Two Year,19.4,,Yes,,Credit Card,0.0,2185.0,0
No,4,0,No,158.98,Yes,Yes,139.4,Yes,5,33,No,54055-TEL,Telangana,Female,No,Yes,Fiber Optic,No,Month-to-Month,74.4,Yes,Yes,No,Bank Withdrawal,0.0,19.58,1
No,8,0,No,85.73,Yes,Yes,70.45,Yes,5,74,No,88912-MAD,Madhya Pradesh,Female,No,No,Fiber Optic,No,Month-to-Month,70.45,Yes,Yes,No,Mailed Check,0.0,15.28,1
Yes,5,0,Yes,8063.56,Yes,Yes,7589.8,Yes,2,48,Yes,11922-PUN,Punjab,Female,No,Yes,Fiber Optic,Yes,Two Year,105.0,Yes,Yes,Yes,Credit Card,0.0,473.76,0
,6,0,Yes,1875.55,No,Yes,1790.15,No,7,33,,24529-TAM,Tamil Nadu,Female,,,,,Two Year,25.15,,No,,Credit Card,0.0,85.4,0
,11,0,No,144.22,No,Yes,44.4,No,25,33,,62842-HAR,Haryana,Male,,,,,Month-to-Month,19.3,,Yes,,Credit Card,0.0,99.82,0
No,4,0,No,1320.54,Yes,Yes,1284.2,Yes,11,24,No,71910-WES,West Bengal,Female,Yes,No,DSL,No,Month-to-Month,55.3,Yes,No,Yes,Bank Withdrawal,0.0,36.34,0
Yes,1,0,Yes,4935.08,Yes,Yes,3474.2,Yes,36,63,Yes,39718-KAR,Karnataka,Female,No,No,Fiber Optic,No,Month-to-Month,95.4,Yes,No,Yes,Bank Withdrawal,0.0,1460.88,0
Yes,1,0,Yes,6202.64,Yes,Yes,5574.75,Yes,35,68,Yes,45744-WES,West Bengal,Female,No,No,Fiber Optic,No,Month-to-Month,93.85,Yes,Yes,No,Bank Withdrawal,8.13,636.02,1
